"","X1","projectKey","ncloc_java","files","classes","functions","design_issues","java:S104","java:S107","java:S112","java:S133","java:S1104","java:S1113","java:S1118","java:S1130","java:S1133","java:S1160","java:S1161","java:S1165","java:S1166","java:S1182","java:S1185","java:S1188","java:S1194","java:S1199","java:S1210","java:S1217","java:S1220","java:S1221","java:1311","java:S1444","java:S1598","java:S1609","java:S1610","java:S2059","java:S2062","java:S2134","java:S2157","java:S2166","java:S2221","java:S2222","java:S2236","java:S2273","java:S2276","java:S2386","java:S2638","java:S2693","java:S2696","java:S2885","java:S2975","java:S3389","java:S3422","AVGjava:S107","Kjava:S107","AVGjava:S112","Kjava:S112","AVGjava:S1104","Kjava:S1104","AVGjava:S1113","Kjava:S1113","AVGjava:S1118","Kjava:S1118","AVGjava:S1130","Kjava:S1130","AVGjava:S1133","Kjava:S1133","AVGjava:S1161","Kjava:S1161","AVGjava:S1165","Kjava:S1165","AVGjava:S1182","Kjava:S1182","AVGjava:S1185","Kjava:S1185","AVGjava:S1199","Kjava:S1199","AVGjava:S1210","Kjava:S1210","AVGjava:S1217","Kjava:S1217","AVGjava:S1220","Kjava:S1220","AVGjava:S1221","Kjava:S1221","AVGjava:S1444","Kjava:S1444","AVGjava:S1598","Kjava:S1598","AVGjava:S1610","Kjava:S1610","AVGjava:S2062","Kjava:S2062","AVGjava:S2157","Kjava:S2157","AVGjava:S2166","Kjava:S2166","AVGjava:S2222","Kjava:S2222","AVGjava:S2236","Kjava:S2236","AVGjava:S2273","Kjava:S2273","AVGjava:S2276","Kjava:S2276","AVGjava:S2386","Kjava:S2386","AVGjava:S2638","Kjava:S2638","AVGjava:S2696","Kjava:S2696","AVGjava:S2885","Kjava:S2885","AVGjava:S2975","Kjava:S2975","AVGjava:S3389","Kjava:S3389","AVGjava:S3422","Kjava:S3422","inheritance","exception","vmsmell","interface","threading","complexity","ATDx"
"73",85,"onap_ccsdk-sli-core",12029,151,132,766,58,0,0,6,0,3,0,9,17,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0.498794579765567,1,22.7272727272727,0,0,0,68.1818181818182,2,1.41325130933577,2,20.88772845953,4,1.30548302872063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1515151515152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1515151515152,2.5,0,0,0.0831324299609278,0,7.57575757575758,1.25,0,0,0,0,0,0,0.111111111111111,0.75,0,1.2,0.25,2,0.718518518518518
"74",86,"onap_ccsdk-sli-northbound",4025,68,36,251,12,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496894409937888,1,0,0,0,0,55.5555555555556,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98757763975155,3.75,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0.208333333333333
"75",87,"onap_dcaegen2-collectors-datafile",2392,41,43,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",89,"onap_aai-spike",1862,30,35,193,11,0,0,1,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537056928034372,1,28.5714285714286,0,0,0,142.857142857143,3,2.14822771213749,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0,0,0.266666666666667
"77",90,"onap_aai-traversal",9382,91,93,621,26,0,11,5,0,1,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17.7133655394525,3.33333333333333,0.532935408228523,1,10.752688172043,0,0,0,21.505376344086,1,0.319761244937114,1,0,0,3.22061191626409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213174163291409,1.25,0,0,0,0,0,0,0,0,0.111111111111111,0.5,0,0.866666666666667,0,0,0.246296296296296
"78",91,"onap_vid",25570,654,602,8459,132,0,15,5,0,86,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1.77325925050242,0,0.195541650371529,0,142.857142857143,1.25,0,0,16.6112956810631,1,0.195541650371529,0,0,0,0,0,0,0,0,0,0,0,0.195541650371529,1,0,0,0,0,0,0,0,0,0,0,0,0,1.66112956810631,1.25,0,0,0,0,1.66112956810631,2.5,0,0,0,0,0,0,0,0,3.32225913621262,1.25,0,0,0,0,3.32225913621262,1.25,0,0,0,0,0,0,0,0.625,0,0.7,0.25,0.5,0.345833333333333
"79",92,"onap_dmaap-messagerouter-messageservice",3599,28,39,186,16,0,0,3,0,5,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833564879133093,1,128.205128205128,1.25,0,0,51.2820512820513,2,1.66712975826619,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.65,0,0,0.233333333333333
"80",94,"onap_vnfsdk-functest",1711,29,27,171,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84795321637427,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.0555555555555556
"81",95,"onap_ccsdk-sli-plugins",7929,129,108,595,81,0,0,0,0,75,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.444444444444,3.75,0,0,0,0,0.378357926598562,1,5.04201680672269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.95,0,0.5,0.283333333333333
"82",96,"onap_holmes-engine-management",1233,24,22,73,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8110300081103,1,0,0,0,0,0,0,1.6220600162206,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4545454545455,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,1,0,0,0.291666666666667
"83",97,"onap_holmes-rule-management",1101,31,23,64,11,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44959128065395,3,0,0,0,0,0,0,4.54132606721163,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0.291666666666667
"84",98,"onap_msb-apigateway",7181,99,105,589,79,0,0,42,0,2,0,15,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,5.84876758111684,3,19.0476190476191,0,0,0,142.857142857143,3,1.39256370978972,2,0,0,0,0,0,0,0,0,3.3955857385399,2,0,0,0,0,0,0,0,0,0,0,19.0476190476191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557025483915889,2.5,0,0,19.0476190476191,3.33333333333333,0,0,0,0,0.592592592592593,1.25,0.666666666666667,0.6,0,0,0.51820987654321
"85",99,"onap_vnfsdk-ves-agent",9634,31,75,499,59,0,8,0,0,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,16.0320641282565,3.33333333333333,0,0,120,1.25,0,0,0,0,0,0,0,0,48.0961923847695,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,13.3333333333333,5,0,0,0,0,0,0,0,0,0,0,0,0,1.453186630683,3.75,0,0,0,0,0,0,0,0,0.555555555555556,1.25,0,0.916666666666667,0,0,0.453703703703704
"86",100,"onap_music",8756,65,71,741,71,0,21,16,0,6,0,4,4,10,0,0,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3400809716599,5,1.82731841023298,2,84.5070422535211,1.25,0,0,56.3380281690141,2,0.456829602558246,1,13.4952766531714,3,0,0,98.5915492957746,5,0,0,1.34952766531714,1,0.114207400639561,1,1.34952766531714,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,2,1,2.25,0,2,1.31944444444444
"87",103,"onap_holmes-common",2432,69,69,193,21,0,0,1,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.411184210526316,0,0,0,0,0,188.405797101449,4,0.411184210526316,1,0,0,0,0,0,0,14.4927536231884,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9855072463768,3.75,0,0,0,0,0,0,43.4782608695652,5,0,0,0,0,1.11111111111111,0.25,1,0.8,0,0,0.526851851851852
"88",104,"onap_msb-discovery",5482,64,69,541,43,0,0,18,0,1,0,4,5,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3.28347318496899,2,14.4927536231884,0,0,0,57.9710144927536,2,0.912075884713608,1,7.39371534195933,2,7.39371534195933,2,0,0,0,0,0,0,0.182415176942722,1,0,0,0,0,0,0,0,0,14.4927536231884,1,0,0,28.9855072463768,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4782608695652,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0.75,0,1.55,0,1.5,0.67037037037037
"89",105,"onap_msb-java-sdk",1968,48,50,245,28,0,0,4,0,0,0,5,15,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.03252032520325,2,0,0,0,0,100,3,7.6219512195122,5,0,0,0,0,40,3,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.33333333333333,0,0,0,0,0.925925925925926,2.5,0.666666666666667,0.6,0,0,0.782098765432099
"90",106,"onap_vfc-nfvo-multivimproxy",2505,41,38,265,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.263157894737,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0.208333333333333
"91",108,"onap_vfc-nfvo-driver-vnfm-gvnfm-juju",6800,89,96,786,20,0,0,0,0,0,0,3,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25,1,1.91176470588235,2,0,0,0,0,41.6666666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0.2,0,0,0.241666666666667
"92",109,"onap_dmaap-messagerouter-dmaapclient",5069,50,68,450,88,0,6,4,0,11,0,4,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,0,0,0,13.3333333333333,3.33333333333333,0.789110278161373,1,161.764705882353,2.5,0,0,58.8235294117647,2,8.48293549023476,5,4.44444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.647058823529,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394555139080687,5,14.7058823529412,2.5,0,0,1.3809429867824,3.75,0,0,0,0,0,0,0,0,0,1.5,0,1.76666666666667,1,0.5,0.794444444444444
"93",111,"onap_policy-apex-pdp",43248,703,533,3881,9,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.772996650347848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87617260787993,2.5,0,0,0,0,0.257665550115949,2.5,0,0,0,0,0,0,0,0,0,0,3.75234521575985,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75234521575985,1.66666666666667,0,0,0,0,0.740740740740741,0,0.833333333333333,0.25,0,0,0.304012345679012
"94",112,"onap_logging-analytics-pomba-pomba-sdnc-context-builder",4035,49,48,504,8,0,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92063492063492,1.66666666666667,0.247831474597274,0,0,0,0,0,20.8333333333333,1,0,0,0,0,0,0,20.8333333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.533333333333333,0,0,0.172222222222222
"95",113,"onap_sdc-sdc-distribution-client",3051,50,51,420,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76190476190476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.5,0.116666666666667
"96",115,"onap_dmaap-messagerouter-msgrtr",7898,97,127,832,57,0,5,5,0,2,0,5,36,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00961538461539,1.66666666666667,0.633071663712332,1,15.748031496063,0,0,0,39.3700787401575,2,4.55811597872879,4,0,0,0,0,7.8740157480315,1,0,0,0,0,0.379842998227399,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.733333333333333,0,1,0.538888888888889
"97",116,"onap_sdc-sdc-workflow-designer",3055,106,101,258,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87596899224806,1.66666666666667,0.654664484451719,1,0,0,0,0,9.9009900990099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.533333333333333,0,0,0.130555555555556
"98",117,"onap_vnfsdk-validation",5097,72,197,524,9,0,0,1,0,0,0,2,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196193839513439,0,0,0,0,0,10.1522842639594,1,0.392387679026879,1,0,0,1.90839694656489,1,10.1522842639594,1,0,0,0,0,0.196193839513439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.5,0,0.2,0,0.5,0.218518518518519
"99",118,"onap_vnfsdk-refrepo",4570,85,93,517,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437636761487965,0,0,0,0,0,0,0,0.437636761487965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.0416666666666667
"100",119,"onap_sdc-dcae-d-dt-be-main",7765,139,161,863,20,0,0,4,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.51513200257566,1,0,0,0,0,6.2111801242236,0,0.386349001931745,1,2.31749710312862,1,1.15874855156431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2111801242236,2.5,0,0,0,0,18.6335403726708,5,0,0,0,0,0,0,0,0,0,0,0,0,0.643915003219575,2.5,0,0,0,0,0,0,0,0,0.111111111111111,1.75,0,0.7,0,0.5,0.510185185185185
"101",120,"onap_sdnc-northbound",5976,47,15,228,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167336010709505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.333333333333,5,0,0,0,0,0,0,0,0,0,0,1,0,0.166666666666667
"102",121,"onap_sdc-dcae-d-ci",4613,58,62,422,73,0,0,51,0,2,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.0557121179276,4,32.258064516129,0,0,0,112.903225806452,3,2.16778668978972,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.258064516129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216778668978972,1.25,0,0,0,0,0,0,0,0,0,1.75,0,0.6,0,0,0.391666666666667
"103",122,"onap_sdc-dcae-d-dt-be-property",4766,103,121,988,62,0,1,0,0,27,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01214574898785,0,0,0,223.140495867769,2.5,0,0,41.3223140495868,2,0.419639110365086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.140495867769,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.9,0,0,0.191666666666667
"104",124,"onap_sdc-sdc-tosca",11404,112,115,1021,86,0,0,0,0,2,0,6,1,46,0,14,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,17.3913043478261,0,0,0,52.1739130434783,2,0.0876885303402315,0,45.0538687561214,5,13.7120470127326,3,43.4782608695652,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69565217391304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.9565217391304,5,0,0,0.0876885303402315,0,0,0,0,0,0,0,0,0,0.333333333333333,0.75,0,1.4,0,2.5,0.830555555555556
"105",125,"onap_vfc-nfvo-driver-svnfm-huawei",5637,75,73,438,7,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6986301369863,1,0.354798651765123,1,0,0,0,0,41.0958904109589,3,0,0,0,0,0.177399325882562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0.5,0.283333333333333
"106",126,"onap_dmaap-messagerouter-mirroragent",854,10,9,50,11,0,0,1,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17096018735363,1,888.888888888889,5,0,0,111.111111111111,3,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444444444,0.25,0,1.6,0,0,0.382407407407407
"107",128,"onap_vfc-nfvo-driver-vnfm-svnfm-nokiav2",5589,96,93,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",129,"onap_vfc-nfvo-resmanagement",9066,160,156,1209,9,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661813368630046,1,0,0,0,0,19.2307692307692,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.125
"109",130,"onap_so",137549,2168,2233,15526,422,0,73,130,0,0,0,20,100,17,0,19,34,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,9,0,0,4.70179054489244,1.66666666666667,0.945117739859977,1,0,0,0,0,8.95656068069861,1,0.727013646046136,1,1.09493752415303,0,1.22375370346516,1,15.2261531571876,1,2.68696820420958,2.5,0.128816179312122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895656068069861,0,0,0,0,0,2.23914017017465,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0363506823023068,0,0,0,4.03045230631438,1.66666666666667,0,0,0,0,0.574074074074074,1.375,0.333333333333333,0.533333333333333,0,0,0.46929012345679
"110",131,"onap_vfc-nfvo-driver-ems",3385,48,49,280,15,0,1,0,0,3,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,1.66666666666667,0,0,61.2244897959184,1.25,0,0,204.081632653061,4,0.295420974889217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.38333333333333,0,0,0.272222222222222
"111",132,"onap_vfc-nfvo-driver-sfc",1200,35,32,186,14,0,0,8,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,3,0,0,0,0,125,3,1.66666666666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0.6,0,0,0.308333333333333
